Larval_ID,Sex,Family,Full_Treatment,Photo_Treatment,Diet_Treatment,5th_Day,Photo_Day,Blocking_Day,Devo_Time,Eclosion_Date,Devo_Time2,Gray_Value_R,Gray_Value_G,Gray_Value_B,Avg_Gray,Avg_Gray_2,Darkness,Percent_R,Percent_G,Percent_B,Avg_Percent,Avg_Percent_Melanin,Total_Melanin_Metric,Notes
T441,,34,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,12.838,12.692,11.957,12.496,12.765,16.235,63.626,65.062,71.544,66.744,64.344,1083.589,
T442,,25,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,14.377,14.335,13.920,14.211,14.356,14.644,50.064,51.332,60.087,53.828,50.698,788.252,
T443,,25,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,14.191,14.032,12.856,13.693,14.112,14.889,73.749,75.357,79.868,76.325,74.553,1136.360,used photo a
T444,,25,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,11.997,11.820,10.746,11.521,11.909,17.092,64.333,65.839,70.733,66.968,65.086,1144.589,used photo b
T445,,25,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,10.798,10.659,9.625,10.361,10.729,18.272,76.828,78.470,82.017,79.105,77.649,1445.367,
T446,,34,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,10.044,9.838,8.549,9.477,9.941,19.059,81.440,82.652,85.509,83.200,82.046,1585.715,
T447,,37,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,,,,,12.818,12.657,11.566,12.347,12.738,16.263,73.326,74.532,77.313,75.057,73.929,1220.614,
T448,M,27,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,6/5/23,8,9/19/23,106,13.715,13.348,11.904,12.989,13.532,15.469,80.008,81.769,85.278,82.352,80.889,1273.857,"pupa short wings, used photo a"
T449,M,25,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,6/5/23,8,,,11.196,11.106,10.104,10.802,11.151,17.849,75.625,77.254,81.602,78.160,76.440,1395.084,"pupa severe deform, died as pupa, used photo a"
T450,F,33,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,6/4/23,7,9/18/23,106,13.592,13.552,12.490,13.211,13.572,15.428,71.404,72.390,75.390,73.061,71.897,1127.190,
T451,M,24,ShortPhotoHighTyr,Short,High,5/28/23,5/31/23,6/4/23,7,,,12.212,12.040,10.903,11.718,12.126,16.874,76.144,77.298,81.004,78.149,76.721,1318.681,"pupa severe deform, died as pupa"
T452,,24,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,,,,,10.213,10.115,8.916,9.748,10.164,18.836,80.547,81.628,84.550,82.242,81.088,1549.104,
T453,,33,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,,,,,14.890,14.833,13.638,14.454,14.862,14.139,65.838,66.839,70.676,67.784,66.339,958.369,
T454,,33,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,,,,,11.829,11.772,10.561,11.387,11.801,17.200,86.414,87.564,89.821,87.933,86.989,1512.404,
T455,M,27,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,6/6/23,8,,,11.270,11.191,10.119,10.860,11.231,17.770,80.683,81.758,84.634,82.358,81.221,1463.466,"pupa severe deform, died as pupa"
T456,M,24,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,6/5/23,7,,,12.934,12.843,12.088,12.622,12.889,16.112,62.177,63.375,68.838,64.797,62.776,1043.971,"pupa severe deform, died as pupa"
T457,,24,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,,,,,12.233,12.174,11.154,11.854,12.204,16.797,71.246,73.134,79.470,74.617,72.190,1253.299,used photo b
T458,,24,ShortPhotoHighTyr,Short,High,5/29/23,6/1/23,,,,,11.352,11.166,10.205,10.908,11.259,17.741,74.265,76.211,81.482,77.319,75.238,1371.722,
T459,,33,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,12.526,12.331,11.185,12.014,12.429,16.572,66.824,68.712,73.224,69.587,67.768,1153.155,
T460,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,9.834,9.664,8.433,9.310,9.749,19.251,81.374,83.092,87.187,83.884,82.233,1614.857,
T461,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,12.879,12.522,11.708,12.370,12.701,16.300,54.414,55.562,61.460,57.145,54.988,931.440,used photo b
T462,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,11.297,11.113,10.686,11.032,11.205,17.795,58.891,59.421,65.773,61.362,59.156,1091.931,
T463,F,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,6/7/23,8,9/11/23,96,10.145,9.925,8.727,9.599,10.035,18.965,82.870,84.130,86.880,84.627,83.500,1604.945,pupa short wings
T464,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,6/7/23,8,,,11.850,11.603,10.384,11.279,11.727,17.274,75.973,77.788,83.317,79.026,76.881,1365.056,"pupa short wings, died as pupa, used photo a"
T465,M,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,6/7/23,8,9/21/23,106,10.230,10.016,8.832,9.693,10.123,18.877,80.586,82.242,86.513,83.114,81.414,1568.937,"pupa short wings, used photo b"
T466,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,10.375,10.104,8.770,9.750,10.240,18.761,83.447,84.886,88.048,85.460,84.167,1603.279,
T467,F,33,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,6/9/23,10,,,10.630,10.462,9.511,10.201,10.546,18.454,76.123,78.766,84.236,79.708,77.445,1470.938,pupa severe deform- dead
T468,M,24,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,6/7/23,8,10/9/23,124,10.298,10.164,9.021,9.828,10.231,18.769,76.123,77.742,81.747,78.537,76.933,1474.067,pupa short wings
T469,,37,ShortPhotoHighTyr,Short,High,5/30/23,6/2/23,,,,,11.136,10.973,9.805,10.638,11.055,17.946,75.022,76.785,81.030,77.612,75.904,1392.792,
T470,F,33,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/7/23,7,9/8/23,93,11.903,11.927,10.708,11.513,11.915,17.085,81.036,82.502,85.658,83.065,81.769,1419.171,"pupa short wings, used photo a"
T471,F,33,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/8/23,8,9/8/23,92,13.989,13.911,12.890,13.597,13.950,15.050,67.600,69.662,74.437,70.566,68.631,1062.023,used photo b
T472,M,33,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/9/23,9,9/8/23,91,10.677,10.463,9.434,10.191,10.570,18.430,73.044,74.447,77.697,75.063,73.746,1383.405,pupa short wings
T473,F,37,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/8/23,8,9/8/23,92,11.114,11.000,10.055,10.723,11.057,17.943,77.101,78.963,83.436,79.833,78.032,1432.450,pupa severe deform
T474,,37,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/7/23,7,,,7.898,7.743,6.639,7.427,7.821,21.180,86.981,88.311,90.622,88.638,87.646,1877.309,"pupa severe deform- dead, used photo b"
T475,M,37,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/7/23,7,9/8/23,93,10.001,9.942,8.874,9.606,9.972,19.029,77.753,79.084,83.284,80.040,78.419,1523.047,"pupa short wings, used photo b"
T476,M,37,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/7/23,7,8/10/23,64,9.954,9.858,8.841,9.551,9.906,19.094,76.539,77.855,81.336,78.577,77.197,1500.343,"pupa severe deform, used photo a"
T477,,37,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/8/23,8,,,9.001,9.019,7.982,8.667,9.010,19.990,83.540,85.024,87.983,85.516,84.282,1709.458,pupa short wings
T478,F,24,ShortPhotoHighTyr,Short,High,5/31/23,6/3/23,6/7/23,7,,,13.274,13.296,13.519,13.363,13.285,15.715,42.422,43.407,52.362,46.064,42.915,723.891,"pupa severe deform, died as pupa, used photo b"
T479,F,24,ShortPhotoHighTyr,Short,High,6/3/23,6/6/23,6/12/23,9,,,11.130,10.937,10.234,10.767,11.034,17.967,63.311,65.093,72.392,66.932,64.202,1202.534,"pupa severe deform, died as pupa"
